,Status,Brkr Code,Side,Security,Exch Code,Qty,LmtPx,TIF,FillQty,AvgPx,Data Export Restricted,Data Export Restricted,Data Export Restricted,Data Export Restricted,AvgPx Vs OMS Benchmark Px (Bps),FillQty % Avg Vol 20D,Avg Vol 20D,Data Export Restricted,Volatil 30D,Bid Ask Sprd,Handling Inst,% Filled,GICS Sector,Working Qty,Curncy,Strategy Name,Data Export Restricted,Create Time (As of)
MODR,Filled,ICBI,Sell,VOO,UP,275,MKT,GTC,275,617.26,,,,,,0.0242433565764678,1134331.375,,14.9497810328303,0.06,MAN,100,,0,USD,NONE,,03/12/26
MODR,Filled,ICBI,Buy,SMH,UQ,125,MKT,DAY,125,394,,,,,,0.00500238013246703,2498810.5,,55.8821326962082,0.89,AUTO,100,,0,USD,NONE,,03/10/26
MODR,Filled,BTIA,Buy,PAVE,UF,573,MKT,DAY,573,52.2,,,,,,0.364416668008187,157237.59375,,22.8223966938146,0.03,ANY,100,,0,USD,CARE,,03/10/26
MODR,Filled,ICBI,Buy,SPOT,US,50,MKT,DAY,50,547.07,,,,,,0.00231148616772005,2163110.5,,51.7706901882947,0.47,AUTO,100,Communication Services,0,USD,NONE,,03/10/26
MODR,Filled,ICBI,Sell,SPY,UP,734,MKT,DAY,734,677.74,,,,,,0.00676232064418567,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,03/10/26
MODR,Filled,ICBI,Buy,SPY,UP,73,MKT,DAY,73,677.74,,,,,,0.000672546876056613,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,03/10/26
MODR,Filled,ICBI,Buy,9988,HK,1200,MKT,DAY,1200,131.6,,,,,,0.00129899947812696,92378790,,40.85373,0.05,AUTO,100,Consumer Discretionary,0,HKD,NONE,,03/10/26
MODR,Filled,ICBI,Buy,GOOG,UW,285,MKT,DAY,285,294.5,,,,,,0.0033855363235974,8418164,,32.7753573050057,0.06,AUTO,100,Communication Services,0,USD,NONE,,03/09/26
MODR,Filled,ICBI,Sell,MSFT,UW,71,MKT,DAY,71,404.87,,,,,,0.000565127704534043,12563532,,35.5249743262538,0.04,AUTO,100,Information Technology,0,USD,NONE,,03/09/26
MODR,Filled,BTIA,Buy,PAVE,UF,600,50,GTC,600,50,,,,,,0.381588134039987,157237.59375,,22.8223966938146,0.03,ANY,100,,0,USD,CARE,,03/09/26
MODR,Filled,BTIA,Buy,EOS,AU,480,MKT,DAY,480,9.257396,,,,,,0.0118399329859793,4054077,,102.8554,0.01,MAN,100,Industrials,0,AUD,CARE,,03/09/26
MODR,Filled,BTIA,Buy,EOS,AU,46000,MKT,DAY,46000,9.251576,,,,,,1.13466024448968,4054077,,102.8554,0.01,MAN,100,Industrials,0,AUD,CARE,,03/09/26
MODR,Filled,BTIA,Sell,XLE,UP,500,MKT,DAY,500,56.45,,,,,,0.00510636715984982,9791697,,26.2914103297151,0.01,ANY,100,,0,USD,CARE,,03/05/26
MODR,Filled,BTIA,Buy,IGOV,UQ,14250,MKT,DAY,14250,42.218406,,,,,,31.4965497550081,45243.05078125,,9.2061340868364,0.02,ANY,100,,0,USD,CARE,,03/04/26
MODR,Filled,ICBI,Buy,SMH,UQ,190,MKT,DAY,190,396.13,,,,,,0.00760361780134988,2498810.5,,55.8821326962082,0.89,AUTO,100,,0,USD,NONE,,03/04/26
MODR,Filled,ICBI,Sell,FNV,UN,51,MKT,DAY,51,265.83,,,,,,0.0242976787230498,209896.59375,,44.5168248784036,0.14,MAN,100,Materials,0,USD,NONE,,03/04/26
MODR,Filled,ICBI,Sell,GLD,UP,26,MKT,DAY,26,474.82,,,,,,0.00131266268260921,1980706.875,,25.7418834475073,0.03,AUTO,100,,0,USD,NONE,,03/04/26
MODR,Filled,ICBI,Sell,URNM,UP,98,MKT,DAY,98,70.35,,,,,,0.0544098337446458,180114.5,,59.4282789730494,0.15,MAN,100,,0,USD,NONE,,03/04/26
MODR,Filled,ICBI,Sell,SPY,UP,14,MKT,DAY,14,681.58,,,,,,0.000128981592668391,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,03/04/26
MODR,Filled,ICBI,Sell,3067,HK,4800,MKT,DAY,4800,10,,,,,,0.0110893636368677,43284720,,28.23357,0.005,AUTO,100,,0,HKD,NONE,,03/04/26
MODR,Filled,ICBI,Sell,DG,UN,4400,MKT,DAY,4400,150.41,,,,,,0.397563073889921,1106742.625,,46.2550033535482,0.04,AUTO,100,Consumer Staples,0,USD,NONE,,03/03/26
MODR,Filled,ICBI,Sell,DLTR,UW,5400,MKT,DAY,5400,117.59,,,,,,0.387371578923866,1394010.375,,65.3602941719959,0.02,AUTO,100,Consumer Staples,0,USD,NONE,,03/03/26
MODR,Filled,ICBI,Buy,9988,HK,1200,MKT,DAY,1200,137.6,,,,,,0.00129899947812696,92378790,,40.85373,0.05,AUTO,100,Consumer Discretionary,0,HKD,NONE,,03/03/26
MODR,Filled,ICBI,Buy,9988,HK,800,MKT,DAY,800,137.4,,,,,,0.00086599965208464,92378790,,40.85373,0.05,AUTO,100,Consumer Discretionary,0,HKD,NONE,,03/03/26
MODR,Filled,ICBI,Buy,9988,HK,1800,MKT,DAY,1800,137.4,,,,,,0.00194849921719044,92378790,,40.85373,0.05,AUTO,100,Consumer Discretionary,0,HKD,NONE,,03/03/26
MODR,Filled,ICBI,Buy,9888,HK,1500,MKT,DAY,1500,118.7,,,,,,0.0108594140260192,13812900,,43.16741,0.1,AUTO,100,Communication Services,0,HKD,NONE,,03/03/26
MODR,Filled,ICBI,Buy,GLD,UP,325,480,GTC,325,475.02,,,,,,0.0164082835326151,1980706.875,,25.7418834475073,0.03,MAN,100,,0,USD,NONE,,02/26/26
MODR,Filled,BTIA,Buy,PYPL,US,500,MKT,DAY,500,47.34,,,,,,0.00299629597891087,16687270,,26.6539513405267,0.01,ANY,100,Financials,0,USD,CARE,,02/25/26
MODR,Filled,BTIA,Sell,TMF,UP,500,MKT,DAY,500,40.36,,,,,,0.0552148530715505,905553.4375,,28.0596354237834,0.02,ANY,100,,0,USD,CARE,,02/25/26
MODR,Filled,BTIA,Buy,INFL,UP,207,MKT,DAY,207,53.47,,,,,,0.49457873869542,41853.80078125,,16.7350005960293,0.13,ANY,100,,0,USD,CARE,,02/25/26
