,Status,Brkr Code,Side,Security,Exch Code,Qty,LmtPx,TIF,FillQty,AvgPx,Data Export Restricted,Data Export Restricted,Data Export Restricted,Data Export Restricted,AvgPx Vs OMS Benchmark Px (Bps),FillQty % Avg Vol 20D,Avg Vol 20D,Data Export Restricted,Volatil 30D,Bid Ask Sprd,Handling Inst,% Filled,GICS Sector,Working Qty,Curncy,Strategy Name,Data Export Restricted,Create Time (As of)
MODR,Filled,ICBI,Buy,9988,HK,500,MKT,DAY,500,138.5,,,,,,0.0005412497825529,92378790,,40.85373,0.05,AUTO,100,Consumer Discretionary,0,HKD,NONE,,05/08/26
MODR,Filled,ICBI,Buy,TIP,UP,4275,MKT,DAY,4275,111.24,,,,,,0.791706618528435,539972.75,,5.14215177806949,0.01,AUTO,100,,0,USD,NONE,,05/07/26
MODR,Filled,ICBI,Buy,KSPI,UW,1200,87,DAY,1200,87,,,,,,0.811021786072729,147961.5,,32.3729963971029,0.09,AUTO,100,Financials,0,USD,NONE,,05/07/26
MODR,Filled,ICBI,Buy,SPY,UP,34,MKT,DAY,34,735.13,,,,,,0.000313241010766094,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,05/07/26
MODR,Filled,ICBI,Buy,ISRG,UW,66,MKT,DAY,66,452.2,,,,,,0.00706500351845204,934182.125,,38.4410178463567,0.07,AUTO,100,Health Care,0,USD,NONE,,05/07/26
MODR,Filled,ICBI,Buy,INFL,UP,469,MKT,DAY,469,53.23,,,,,,1.12056728718914,41853.80078125,,16.7350005960293,0.13,AUTO,100,,0,USD,NONE,,05/07/26
MODR,Filled,ICBI,Buy,INFL,UP,1923,53,GTC,1923,53,,,,,,4.59456480440238,41853.80078125,,16.7350005960293,0.13,MAN,100,,0,USD,NONE,,05/07/26
MODR,Filled,ICBI,Buy,JPM,UN,63,MKT,DAY,63,314.65,,,,,,0.00185765237412028,3391377.25,,24.8578234550135,0.28,AUTO,100,Financials,0,USD,NONE,,05/07/26
MODR,Filled,ICBI,Buy,SPY,UP,27,MKT,DAY,27,735.13,,,,,,0.000248750214431898,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,05/07/26
MODR,Filled,ICBI,Buy,EQIX,UW,18,MKT,DAY,18,1084.11,,,,,,0.00759384229039776,237034.15625,,19.9152796783269,0.26,AUTO,100,Real Estate,0,USD,NONE,,05/07/26
MODR,Filled,ICBI,Buy,INFL,UP,471,53,GTC,471,53,,,,,,1.12534582572726,41853.80078125,,16.7350005960293,0.13,MAN,100,,0,USD,NONE,,05/07/26
MODR,Filled,ICBI,Buy,INFL,UP,471,53,GTC,471,53,,,,,,1.12534582572726,41853.80078125,,16.7350005960293,0.13,MAN,100,,0,USD,NONE,,05/07/26
MODR,Filled,ICBI,Buy,QQQ,UQ,126,MKT,DAY,126,696.84,,,,,,0.00115724912331491,10887889,,26.6496390402537,0.06,AUTO,100,,0,USD,NONE,,05/07/26
MODR,Filled,ICBI,Buy,QQQ,UQ,43,MKT,DAY,43,696.84,,,,,,0.000394934224623341,10887889,,26.6496390402537,0.06,AUTO,100,,0,USD,NONE,,05/07/26
MODR,Filled,ICBI,Buy,ISRG,UW,66,MKT,DAY,66,452.2,,,,,,0.00706500351845204,934182.125,,38.4410178463567,0.07,AUTO,100,Health Care,0,USD,NONE,,05/07/26
MODR,Filled,ICBI,Buy,INFL,UP,131,MKT,DAY,131,53.23,,,,,,0.31299427424686,41853.80078125,,16.7350005960293,0.13,AUTO,100,,0,USD,NONE,,05/07/26
MODR,Filled,ICBI,Buy,PAVE,UF,119,MKT,DAY,119,58.55,,,,,,0.0756816465845974,157237.59375,,22.8223966938146,0.03,AUTO,100,,0,USD,NONE,,05/07/26
MODR,Filled,ICBI,Sell,3067,HK,50000,MKT,DAY,50000,10.76,,,,,,0.115514204550705,43284720,,28.23357,0.005,AUTO,100,,0,HKD,NONE,,05/07/26
MODR,Filled,ICBI,Buy,LLY,UN,80,MKT,DAY,80,991.35,,,,,,0.00905455774250635,883532.9375,,30.2907583729295,0.69,AUTO,100,Health Care,0,USD,NONE,,05/06/26
MODR,Filled,ICBI,Buy,GDX,UP,228,MKT,DAY,228,90.6,,,,,,0.00272128703509034,8378388.5,,58.1860535473364,0.05,AUTO,100,,0,USD,NONE,,05/06/26
MODR,Filled,ICBI,Buy,GDX,UP,554,MKT,DAY,554,90.6,,,,,,0.00661225007649144,8378388.5,,58.1860535473364,0.05,AUTO,100,,0,USD,NONE,,05/06/26
MODR,Filled,ICBI,Buy,GDX,UP,543,MKT,DAY,543,90.6,,,,,,0.00648095991251778,8378388.5,,58.1860535473364,0.05,AUTO,100,,0,USD,NONE,,05/06/26
MODR,Filled,ICBI,Buy,INFL,UP,189,MKT,DAY,189,53.14,,,,,,0.45157189185234,41853.80078125,,16.7350005960293,0.13,AUTO,100,,0,USD,NONE,,05/06/26
MODR,Filled,ICBI,Sell,3067,HK,15000,MKT,DAY,15000,10.41,,,,,,0.0346542613652116,43284720,,28.23357,0.005,AUTO,100,,0,HKD,NONE,,05/06/26
MODR,Filled,ICBI,Sell,3067,HK,30400,10.5,GTC,30400,10.5,,,,,,0.0702326363668288,43284720,,28.23357,0.005,MAN,100,,0,HKD,NONE,,05/06/26
MODR,Filled,ICBI,Sell,VWO,UP,1103,MKT,DAY,1103,59.28,,,,,,0.0845157055639091,1305082.875,,22.5854100657988,0.02,AUTO,100,,0,USD,NONE,,05/05/26
MODR,Filled,ICBI,Buy,TCEHY,UV,250,MKT,DAY,250,60.4975,,,,,,0.00586593522365051,4261895,,41.5261237006287,,AUTO,100,Communication Services,0,USD,NONE,,05/05/26
MODR,Filled,ICBI,Buy,KTEC,UP,2160,MKT,DAY,2160,13.93,,,,,,16.8928824420077,12786.4501953125,,33.2076739922097,0.03,AUTO,100,,0,USD,NONE,,05/05/26
MODR,Filled,ICBI,Buy,BABA,UN,115,MKT,DAY,115,134.06,,,,,,0.00576771011438811,1993858.875,,41.6001987357128,0.04,AUTO,100,Consumer Discretionary,0,USD,NONE,,05/05/26
MODR,Filled,ICBI,Buy,KLAC,UW,5,MKT,DAY,5,1720.26,,,,,,9.28988232413161E-05,5382199.5,,76.2014520927801,0.62,AUTO,100,Information Technology,0,USD,NONE,,05/04/26
MODR,Filled,ICBI,Sell,MSFT,UW,71,MKT,DAY,71,411.44,,,,,,0.000565127704534043,12563532,,35.5249743262538,0.04,AUTO,100,Information Technology,0,USD,NONE,,05/04/26
MODR,Filled,ICBI,Buy,GDX,UP,562,MKT,DAY,562,89.05,,,,,,0.00670773383210865,8378388.5,,58.1860535473364,0.05,AUTO,100,,0,USD,NONE,,04/30/26
MODR,Filled,ICBI,Buy,VTIP,UQ,30000,MKT,DAY,30000,50.34,,,,,,13.8003178816972,217386.296875,,2.00684368561013,0.02,AUTO,100,,0,USD,NONE,,04/30/26
MODR,Filled,ICBI,Buy,XLP,UP,361,MKT,DAY,361,83.29,,,,,,0.0115980433040737,3112594,,16.5287133563359,0.01,AUTO,100,,0,USD,NONE,,04/30/26
MODR,Filled,ICBI,Buy,VHT,UP,74,MKT,DAY,74,268.35,,,,,,0.138976658171855,53246.3515625,,16.424707727055,0.1,AUTO,100,,0,USD,NONE,,04/30/26
MODR,Filled,ICBI,Buy,ISRG,UW,22,MKT,DAY,22,452.68,,,,,,0.00235500117281735,934182.125,,38.4410178463567,0.07,AUTO,100,Health Care,0,USD,NONE,,04/30/26
MODR,Filled,ICBI,Buy,GDX,UP,562,MKT,DAY,562,89.05,,,,,,0.00670773383210865,8378388.5,,58.1860535473364,0.05,AUTO,100,,0,USD,NONE,,04/30/26
MODR,Filled,ICBI,Buy,ISRG,UW,44,MKT,DAY,44,452.68,,,,,,0.00471000234563469,934182.125,,38.4410178463567,0.07,MAN,100,Health Care,0,USD,NONE,,04/30/26
MODR,Filled,ICBI,Sell,3067,HK,16700,MKT,DAY,16700,10.2,,,,,,0.0385817443199355,43284720,,28.23357,0.005,AUTO,100,,0,HKD,NONE,,04/30/26
MODR,Filled,ICBI,Buy,XBI,UP,76,MKT,DAY,76,130.09,,,,,,0.00331763060933306,2290791.5,,34.4808177527667,0.02,AUTO,100,,0,USD,NONE,,04/29/26
MODR,Filled,ICBI,Buy,NVDA,UW,18800,MKT,DAY,18800,210.99649707,,,,,,0.0386011406554934,48703224,,44.0791454419663,0.02,MAN,100,Information Technology,0,USD,NONE,,04/29/26
MODR,Filled,ICBI,Sell,NEM,UN,200,MKT,GTC,200,108.12,,,,,,0.00737282748118224,2712663.5,,53.4158341602672,0.03,MAN,100,Materials,0,USD,NONE,,04/29/26
MODR,Filled,ICBI,Sell,FDX,US,175,MKT,GTC,175,390.78,,,,,,0.00892267040229134,1961296.25,,32.1997369291825,0.19,MAN,100,Industrials,0,USD,NONE,,04/29/26
MODR,Filled,ICBI,Sell,RIO,US,250,MKT,GTC,250,97.53,,,,,,0.00910037844833815,2747138.5,,38.8288241219887,0.01,MAN,100,Materials,0,USD,NONE,,04/29/26
MODR,Filled,ICBI,Sell,3067,HK,32000,10.3,GTC,32000,10.31,,,,,,0.0739290909124513,43284720,,28.23357,0.005,MAN,100,,0,HKD,NONE,,04/29/26
MODR,Filled,ICBI,Sell,388,HK,40,MKT,DAY,40,409,,,,,,0.000713172019765563,5608745,,20.02233,0.2,MAN,100,Financials,0,HKD,NONE,,04/29/26
MODR,Filled,ICBI,Buy,KLAC,US,5,MKT,DAY,5,1772.66,,,,,,3.86212402608818E-05,12946244,,76.2014520927801,0.62,AUTO,100,Information Technology,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Sell,MSFT,UW,104,MKT,DAY,104,424.72,,,,,,0.00082779269396536,12563532,,35.5249743262538,0.04,AUTO,100,Information Technology,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Buy,GOOGL,UW,78,MKT,DAY,78,348.14,,,,,,0.00070518820523906,11060877,,32.8793099796081,0.19,AUTO,100,Communication Services,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Buy,ADI,UW,74,MKT,DAY,74,389.37,,,,,,0.00329337043418972,2246938.25,,48.9720431449793,0.23,AUTO,100,Information Technology,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Buy,CRWD,UW,22,MKT,DAY,22,457.88,,,,,,0.00199047107212201,1105266,,56.7305438602541,0.58,AUTO,100,Information Technology,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Buy,PANW,UW,56,MKT,DAY,56,184,,,,,,0.00180311352628151,3105739,,53.4890830803416,0.04,AUTO,100,Information Technology,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Buy,MSFT,UW,71,MKT,DAY,71,424.72,,,,,,0.000565127704534043,12563532,,35.5249743262538,0.04,AUTO,100,Information Technology,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Buy,AMZN,UW,286,MKT,DAY,286,258.39,,,,,,0.0019557011800742,14623911,,33.1024499736,0.02,AUTO,100,Consumer Discretionary,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Buy,TSM,US,213,MKT,DAY,213,392.12,,,,,,0.00161688998726073,13173438,,48.2446092894198,0.21,AUTO,100,Information Technology,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Buy,AMZN,UW,95,MKT,DAY,95,258.39,,,,,,0.000649621021353317,14623911,,33.1024499736,0.02,AUTO,100,Consumer Discretionary,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Buy,XLF,UP,480,MKT,DAY,480,52.2,,,,,,0.0051789298690896,9268324,,14.5126717402459,0.01,AUTO,100,,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Buy,AAPL,UW,74,MKT,DAY,74,272.73,,,,,,0.000388785329553359,19033640,,21.9328041882205,0.07,AUTO,100,Information Technology,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Buy,GOOG,UW,71,MKT,DAY,71,347.2,,,,,,0.000843414312194441,8418164,,32.7753573050057,0.06,AUTO,100,Communication Services,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Sell,LLY,UN,11,MKT,DAY,11,870,,,,,,0.00124500168959462,883532.9375,,30.2907583729295,0.69,AUTO,100,Health Care,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Sell,INFL,UP,451,MKT,DAY,451,53.02,,,,,,1.07756044034606,41853.80078125,,16.7350005960293,0.13,AUTO,100,,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Sell,QQQ,UQ,41,MKT,DAY,41,657.42,,,,,,0.00037656519091993,10887889,,26.6496390402537,0.06,AUTO,100,,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Sell,NVDA,UW,124,MKT,DAY,124,209.45,,,,,,0.000254603268153254,48703224,,44.0791454419663,0.02,AUTO,100,Information Technology,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Sell,PAVE,UF,670,MKT,DAY,670,56.12,,,,,,0.426106749677985,157237.59375,,22.8223966938146,0.03,AUTO,100,,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Sell,BABA,UN,188,MKT,DAY,188,129.5,,,,,,0.00942895218699969,1993858.875,,41.6001987357128,0.04,AUTO,100,Consumer Discretionary,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Sell,BIDU,UW,201,MKT,DAY,201,125.5,,,,,,0.027208766366716,738732.5,,54.4847594394349,0.17,AUTO,100,Communication Services,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Sell,ISRG,UW,50,MKT,DAY,50,473.46,,,,,,0.00535227539276669,934182.125,,38.4410178463567,0.07,AUTO,100,Health Care,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Sell,SMH,UQ,58,MKT,DAY,58,488.37,,,,,,0.0023211043814647,2498810.5,,55.8821326962082,0.89,AUTO,100,,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Sell,MSFT,UW,73,MKT,DAY,73,424.72,,,,,,0.000581046794802608,12563532,,35.5249743262538,0.04,AUTO,100,Information Technology,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Sell,SPY,UP,86,MKT,DAY,86,711.75,,,,,,0.000792315497820119,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,04/28/26
MODR,Filled,ICBI,Sell,META,UW,40,MKT,DAY,40,670.84,,,,,,0.000735855951782303,5435846.5,,39.7370115569344,0.29,AUTO,100,Communication Services,0,USD,NONE,,04/27/26
MODR,Filled,ICBI,Sell,MSFT,UW,100,MKT,DAY,100,422.51,,,,,,0.00079595451342823,12563532,,35.5249743262538,0.04,AUTO,100,Information Technology,0,USD,NONE,,04/27/26
MODR,Filled,ICBI,Buy,INFL,UP,938,MKT,DAY,938,53.33,,,,,,2.24113457437828,41853.80078125,,16.7350005960293,0.13,AUTO,100,,0,USD,NONE,,04/27/26
MODR,Filled,ICBI,Buy,SPY,UP,70,MKT,DAY,70,713.13,,,,,,0.000644907963341957,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,04/27/26
MODR,Filled,ICBI,Sell,VXX,US,1100,MKT,DAY,1100,29.48,,,,,,0.0103459468295457,10632183,,50.6948159084303,0.02,AUTO,100,,0,USD,NONE,,04/27/26
MODR,Filled,ICBI,Sell,TMF,UP,21500,MKT,DAY,21500,35.92,,,,,,2.37423868207667,905553.4375,,28.0596354237834,0.02,AUTO,100,,0,USD,NONE,,04/27/26
MODR,Filled,ICBI,Buy,DLTR,UW,900,MKT,DAY,900,104.17,,,,,,0.0645619298206443,1394010.375,,65.3602941719959,0.02,AUTO,100,Consumer Staples,0,USD,NONE,,04/27/26
MODR,Filled,ICBI,Buy,DG,UN,800,MKT,DAY,800,121.03,,,,,,0.0722841952527129,1106742.625,,46.2550033535482,0.04,AUTO,100,Consumer Staples,0,USD,NONE,,04/27/26
MODR,Filled,ICBI,Buy,BLK,UN,900,MKT,DAY,900,1041.9,,,,,,0.405734836505767,221819.75,,26.7628866169856,0.67,AUTO,100,Financials,0,USD,NONE,,04/27/26
MODR,Filled,ICBI,Buy,PAVE,UF,887,MKT,DAY,887,56.44,,,,,,0.564114458155781,157237.59375,,22.8223966938146,0.03,AUTO,100,,0,USD,NONE,,04/24/26
MODR,Filled,ICBI,Buy,6181,HK,200,610,GTD,200,580.5,,,,,,0.0168508180229609,1186886,,55.56006,0.2,MAN,100,Consumer Discretionary,0,HKD,NONE,,04/24/26
MODR,Filled,ICBI,Sell,APLS,UW,1000,MKT,GTD,1000,40.94,,,,,,,,,,,MAN,100,,0,USD,NONE,,04/24/26
MODR,Filled,ICBI,Sell,PTGX,UQ,150,105,GTD,150,105,,,,,,0.0555090795507558,270226.0625,,51.5139926166197,0.08,MAN,100,Health Care,0,USD,NONE,,04/24/26
MODR,Filled,ICBI,Sell,TRVI,UQ,1000,15,GTD,1000,15,,,,,,0.213123080310504,469212.4375,,52.1441930751928,0.02,MAN,100,Health Care,0,USD,NONE,,04/24/26
MODR,Filled,ICBI,Buy,XLU,UP,216,MKT,DAY,216,46.03,,,,,,0.00411737727642355,5246058,,18.0325429607194,0.01,AUTO,100,,0,USD,NONE,,04/24/26
MODR,Filled,ICBI,Buy,LLY,UN,21,MKT,DAY,21,898.5,,,,,,0.00237682140740792,883532.9375,,30.2907583729295,0.69,AUTO,100,Health Care,0,USD,NONE,,04/24/26
MODR,Filled,ICBI,Sell,MCHI,UQ,784,MKT,DAY,784,57.64,,,,,,0.112313384426492,698046.8125,,22.6147359162623,0.01,AUTO,100,,0,USD,NONE,,04/23/26
MODR,Filled,ICBI,Buy,INFL,UP,934,MKT,DAY,934,53.36,,,,,,2.23157749730204,41853.80078125,,16.7350005960293,0.13,AUTO,100,,0,USD,NONE,,04/23/26
MODR,Filled,ICBI,Buy,SMH,UQ,104,MKT,DAY,104,480.45,,,,,,0.00416198027021257,2498810.5,,55.8821326962082,0.89,AUTO,100,,0,USD,NONE,,04/23/26
MODR,Filled,CICF,Sell,002281,C2,34500,MKT,GTC,34500,132.046261,,,,,,0.0552117402244413,62486710,,83.05706,0.1,MAN,100,Information Technology,0,CNY,,,04/23/26
MODR,Filled,ICBI,Buy,MU,UW,10,MKT,DAY,10,482.95,,,,,,6.78347678012506E-05,14741703,,110.163922961562,1.19,AUTO,100,Information Technology,0,USD,NONE,,04/23/26
MODR,Filled,ICBI,Buy,VUG,UP,588,MKT,DAY,588,82.21,,,,,,0.047367451190077,1241358.75,,21.012012828998,0.02,AUTO,100,,0,USD,NONE,,04/22/26
MODR,Filled,ICBI,Buy,WFC,US,400,MKT,GTC,400,81.57,,,,,,0.00242155303276815,16518325,,25.6268867874346,0.01,MAN,100,Financials,0,USD,NONE,,04/22/26
MODR,Filled,ICBI,Buy,ADBE,US,150,MKT,GTC,150,255,,,,,,0.00181625361729611,8258758.5,,52.6422278758871,0.01,MAN,100,Information Technology,0,USD,NONE,,04/22/26
MODR,Filled,ICBI,Buy,V,UN,100,MKT,GTC,100,311.01,,,,,,0.00335778246673445,2978156,,20.6362547489802,0.18,MAN,100,Financials,0,USD,NONE,,04/22/26
MODR,Filled,ICBI,Buy,NKE,US,1000,MKT,GTC,1000,46.31,,,,,,0.00464296525761957,21537960,,37.6160529185998,0.01,MAN,100,Consumer Discretionary,0,USD,NONE,,04/22/26
MODR,Filled,ICBI,Buy,BIDU,UW,300,MKT,GTC,300,124.1,,,,,,0.0406100990547999,738732.5,,54.4847594394349,0.17,MAN,100,Communication Services,0,USD,NONE,,04/22/26
MODR,Filled,ICBI,Buy,GDX,UP,150,MKT,DAY,150,97.85,,,,,,0.00179032041782259,8378388.5,,58.1860535473364,0.05,AUTO,100,,0,USD,NONE,,04/21/26
MODR,Filled,ICBI,Buy,PAVE,UF,898,MKT,DAY,898,55.67,,,,,,0.57111024061318,157237.59375,,22.8223966938146,0.03,AUTO,100,,0,USD,NONE,,04/21/26
MODR,Filled,ICBI,Buy,INFL,UP,932,MKT,DAY,932,53.74,,,,,,2.22679895876392,41853.80078125,,16.7350005960293,0.13,AUTO,100,,0,USD,NONE,,04/21/26
MODR,Filled,ICBI,Sell,TIP,UP,4050,MKT,DAY,4050,111.34,,,,,,0.750037849132202,539972.75,,5.14215177806949,0.01,AUTO,100,,0,USD,NONE,,04/21/26
MODR,Filled,ICBI,Buy,3905,JP,1000,MKT,GTC,1000,1600,,,,,,0.0278358464463367,3592490,,176.6471,10,MAN,100,Information Technology,0,JPY,NONE,,04/20/26
MODR,Filled,ICBI,Buy,ISRG,UW,16,MKT,DAY,16,470.21,,,,,,0.00171272812568534,934182.125,,38.4410178463567,0.07,AUTO,100,Health Care,0,USD,NONE,,04/20/26
MODR,Filled,ICBI,Buy,ISRG,UW,21,MKT,DAY,21,470.21,,,,,,0.00224795566496201,934182.125,,38.4410178463567,0.07,AUTO,100,Health Care,0,USD,NONE,,04/20/26
MODR,Filled,ICBI,Buy,INFL,UP,468,MKT,DAY,468,53.28,,,,,,1.11817801792008,41853.80078125,,16.7350005960293,0.13,AUTO,100,,0,USD,NONE,,04/20/26
MODR,Filled,ICBI,Buy,SMH,UQ,171,MKT,DAY,171,464.58,,,,,,0.00684325602121489,2498810.5,,55.8821326962082,0.89,AUTO,100,,0,USD,NONE,,04/20/26
MODR,Filled,ICBI,Buy,PAVE,UF,454,MKT,DAY,454,54.98,,,,,,0.28873502142359,157237.59375,,22.8223966938146,0.03,AUTO,100,,0,USD,NONE,,04/20/26
MODR,Filled,ICBI,Sell,XLE,UP,500,MKT,DAY,500,55.2,,,,,,0.00510636715984982,9791697,,26.2914103297151,0.01,AUTO,100,,0,USD,NONE,,04/20/26
MODR,Filled,ICBI,Sell,PYPL,UW,500,MKT,DAY,500,50.68,,,,,,0.0084419174971403,5922825,,26.6539513405267,0.01,AUTO,100,Financials,0,USD,NONE,,04/20/26
MODR,Filled,ICBI,Buy,3750,HK,300,MKT,DAY,300,699,,,,,,0.0068996335604616,4348057,,52.00902,0.5,AUTO,100,Industrials,0,HKD,NONE,,04/20/26
MODR,Filled,ICBI,Buy,ISRG,UW,54,MKT,DAY,54,463.6,,,,,,0.00578045742418803,934182.125,,38.4410178463567,0.07,AUTO,100,Health Care,0,USD,NONE,,04/17/26
MODR,Filled,BTIA,Buy,PAVE,UF,462,MKT,DAY,462,54.47,,,,,,0.29382286321079,157237.59375,,22.8223966938146,0.03,ANY,100,,0,USD,CARE,,04/17/26
MODR,Filled,BTIA,Buy,PAVE,UF,573,MKT,DAY,573,54.47,,,,,,0.364416668008187,157237.59375,,22.8223966938146,0.03,ANY,100,,0,USD,CARE,,04/17/26
MODR,Filled,ICBI,Buy,QQQ,UQ,343,MKT,DAY,343,645.83,,,,,,0.00315028928013502,10887889,,26.6496390402537,0.06,AUTO,100,,0,USD,NONE,,04/17/26
MODR,Filled,ICBI,Buy,SPY,UP,328,MKT,DAY,328,706.16,,,,,,0.00302185445680231,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,04/17/26
MODR,Filled,ICBI,Buy,3110,HK,1700,MKT,DAY,1700,32.68,,,,,,0.233417569615074,728308.5,,12.16645,0.02,AUTO,100,,0,HKD,NONE,,04/17/26
MODR,Filled,ICBI,Buy,3110,HK,238500,MKT,DAY,238500,32.58878826,,,,,,32.7471119724677,728308.5,,12.16645,0.02,MAN,100,,0,HKD,NONE,,04/17/26
MODR,Filled,BTIA,Buy,PAVE,UF,702,MKT,DAY,702,54.11,,,,,,0.446458116826785,157237.59375,,22.8223966938146,0.03,ANY,100,,0,USD,CARE,,04/16/26
MODR,Filled,ICBI,Buy,INFL,UP,1974,MKT,DAY,1974,53.33,,,,,,4.71641753712444,41853.80078125,,16.7350005960293,0.13,AUTO,100,,0,USD,NONE,,04/16/26
MODR,Filled,ICBI,Buy,SMH,UQ,98,MKT,DAY,98,450.46,,,,,,0.00392186602385415,2498810.5,,55.8821326962082,0.89,AUTO,100,,0,USD,NONE,,04/16/26
MODR,Filled,ICBI,Buy,SMH,UQ,61,MKT,DAY,61,450.46,,,,,,0.00244116150464391,2498810.5,,55.8821326962082,0.89,AUTO,100,,0,USD,NONE,,04/16/26
MODR,Filled,ICBI,Buy,GDX,UP,760,MKT,DAY,760,98.34,,,,,,0.00907095678363447,8378388.5,,58.1860535473364,0.05,AUTO,100,,0,USD,NONE,,04/16/26
MODR,Filled,ICBI,Buy,GDX,UP,284,MKT,DAY,284,98.34,,,,,,0.00338967332441077,8378388.5,,58.1860535473364,0.05,AUTO,100,,0,USD,NONE,,04/16/26
MODR,Filled,ICBI,Buy,9888,HK,1300,MKT,DAY,1300,120.9,,,,,,0.00941149215588327,13812900,,43.16741,0.1,AUTO,100,Communication Services,0,HKD,NONE,,04/16/26
MODR,Filled,ICBI,Sell,3067,HK,24000,MKT,DAY,24000,10.54,,,,,,0.0554468181843385,43284720,,28.23357,0.005,AUTO,100,,0,HKD,NONE,,04/16/26
MODR,Filled,ICBI,Buy,MSFT,UW,76,MKT,DAY,76,398,,,,,,0.000604925430205455,12563532,,35.5249743262538,0.04,AUTO,100,Information Technology,0,USD,NONE,,04/15/26
MODR,Filled,BTIA,Buy,IBIT,UQ,200,MKT,DAY,200,42.17,,,,,,0.00162946675537484,12273954,,42.4483913743641,0.02,ANY,100,,0,USD,CARE,,04/15/26
MODR,Filled,ICBI,Sell,3067,HK,95400,10.45,GTC,95400,10.46,,,,,,0.220401102282745,43284720,,28.23357,0.005,MAN,100,,0,HKD,NONE,,04/15/26
MODR,Filled,ICBI,Buy,9988,HK,1100,MKT,DAY,1100,130,,,,,,0.00119074952161638,92378790,,40.85373,0.05,AUTO,100,Consumer Discretionary,0,HKD,NONE,,04/15/26
MODR,Filled,ICBI,Buy,3905,JT,1600,MKT,DAY,1600,1460.0625,,,,,,0.0445373543141387,3592490,,176.6471,10,MAN,100,Information Technology,0,JPY,NONE,,04/15/26
MODR,Filled,ICBI,Buy,SPY,UP,14,MKT,DAY,14,687.66,,,,,,0.000128981592668391,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,04/14/26
MODR,Filled,ICBI,Buy,INFL,UP,12657,MKT,DAY,12657,53.05,,,,,,30.2409811384924,41853.80078125,,16.7350005960293,0.13,AUTO,100,,0,USD,NONE,,04/14/26
MODR,Filled,ICBI,Buy,NVDA,UW,158,MKT,DAY,158,191.38,,,,,,0.000324413841679146,48703224,,44.0791454419663,0.02,AUTO,100,Information Technology,0,USD,NONE,,04/14/26
MODR,Filled,BTIA,Buy,PAVE,UF,272,MKT,DAY,272,55.22,,,,,,0.172986620764794,157237.59375,,22.8223966938146,0.03,ANY,100,,0,USD,CARE,,04/14/26
MODR,Filled,ICBI,Buy,9888,HK,50,MKT,DAY,50,112.9,,,,,,0.000361980467533972,13812900,,43.16741,0.1,AUTO,100,Communication Services,0,HKD,NONE,,04/14/26
MODR,Filled,ICBI,Buy,9888,HK,450,MKT,DAY,450,110.6,,,,,,0.00325782420780575,13812900,,43.16741,0.1,MAN,100,Communication Services,0,HKD,NONE,,04/14/26
MODR,Filled,ICBI,Buy,9888,HK,1000,MKT,DAY,1000,110.6,,,,,,0.00723960935067944,13812900,,43.16741,0.1,AUTO,100,Communication Services,0,HKD,NONE,,04/14/26
MODR,Filled,ICBI,Buy,QQQ,UQ,81,MKT,DAY,81,609.73,,,,,,0.000743945864988153,10887889,,26.6496390402537,0.06,AUTO,100,,0,USD,NONE,,04/13/26
MODR,Filled,ICBI,Buy,GOOG,UW,47,MKT,DAY,47,318,,,,,,0.00055831651652308,8418164,,32.7753573050057,0.06,AUTO,100,Communication Services,0,USD,NONE,,04/10/26
MODR,Filled,ICBI,Sell,URNM,UP,2331,MKT,DAY,2331,64.89,,,,,,1.29417675978336,180114.5,,59.4282789730494,0.15,AUTO,100,,0,USD,NONE,,04/10/26
